id,LHNo,Subject:,Date,Tags,Description
1009,75-0983,,,teacher's certificate; 1860s document; handwritten; Steuben County; educational credential,"A teacher's certificate issued by William M. Sherwood, School Commissioner for the 2d Commissioner District in Steuben County, New York, certifying an individual's qualifications to teach common school, dated in 1860."
1010,75-0984,,,group portrait; women; porch; early 20th century; black and white photograph,"A black and white photograph showing a group of eleven women posed together on a residential porch, wearing early 20th-century clothing including white blouses and dark skirts, arranged in two rows with some seated and others standing."
1011,75-0985,,,hornby cheese factory; dividend statement; 1914; handwritten document; hornby new york,"A handwritten dividend statement from the Hornby Cheese Factory in Hornby, N.Y., dated 1914, documenting milk and cheese sales, amounts, and financial details for the period from May 17 to July 20, 1914, signed by E.B. Stephens."
1012,75-0987,,,white wooden building; cupola; historic church; bare trees; black and white photograph,"A small white wooden church or meetinghouse with a distinctive cupola and front portico, photographed in winter or early spring with bare trees visible in the foreground and background."
1013,75-0988,,,hay wagon; horse-drawn cart; rural agriculture; early 20th century; black and white photograph,"A black and white photograph showing workers loading or unloading hay onto a horse-drawn wagon in a rural agricultural setting, with forested hills visible in the background."
1014,75-0991,,,formal group portrait; early 1900s; women and men; white blouses; black and white photograph,"A formal black and white group portrait from the early 1900s showing approximately 15 people arranged in three rows, with women predominantly wearing white blouses with bows and men in dark suits, posed against a plain studio backdrop."
1015,75-0994,Mr. & Mrs. Buck,,,
1016,75-0995,Duraid Home,,,
1017,75-0997,"Delaware, Lackawanna and Western Railroad Trainwreck, Gibson, N.Y. ",1912,,
1018,75-0998,,,wooden house; two people; rural setting; early 20th century; black and white photograph,"A black and white photograph showing a two-story wooden house with a front porch surrounded by large trees, with two people standing in the yard in front of the structure."
1019,75-0999,,,post office; brick building; corning ny; early 20th century; black and white photograph,"A brick post office building in Corning, New York, featuring classical architectural details including a pediment with ornamental design, large windows, and entrance steps, partially obscured by tall trees in the foreground."
1020,75-1000,Barn-Raising,,,
1021,75-1002,,,holy matrimony; wedding ceremony; nineteenth century; formal dress; ornamental border,"A formal wedding ceremony scene from the 1800s showing a bride in white dress surrounded by formally dressed guests and clergy, with decorative floral borders framing the image and text reading ""This is to Certify"" and ""HOLY MATRIMONY"" visible at the bottom of the document."
1022,75-1003,,,marriage certificate; 19th century document; ornamental border; handwritten text; black and white photograph,"A 19th-century marriage certificate titled ""This is to Certify"" documenting the union of Joe A. Gifford of Hornby, New York and Alice B. Boye of Hornby, New York, dated February 22, 1870, with an oval portrait photograph of a man in the upper left corner and decorative floral borders throughout."
1023,75-1006,"Delaware, Lackawanna and Western Railroad Trainwreck, Gibson, N.Y. ",1912,railroad wreck; derailed train cars; 1912; wooded area; black and white photograph,"This photograph documents the 1912 Delaware, Lackawanna and Western Railroad trainwreck near Gibson, N.Y., showing severely damaged and derailed passenger cars twisted among debris in a forested setting."
1024,75-1007,Christmas Scene,,,
1025,75-1008,Crystal City Corps,,,
1026,75-1009,Electric Company,1911,,
1027,75-1010,Electric Company,1911,,
1028,75-1011,Judson Badgley,1911,early 1900s; work crew; horse-drawn equipment; utility workers; black and white photograph,"A 1911 photograph showing a group of utility workers with horses and equipment on a tree-lined street in Corning, NY, likely documenting work by the Electric Company under the direction of Judson Badgley."
1029,75-1011,Electric Company,1911,early 1900s; work crew; horse-drawn equipment; utility workers; black and white photograph,"A 1911 photograph showing a group of utility workers with horses and equipment on a tree-lined street in Corning, NY, likely documenting work by the Electric Company under the direction of Judson Badgley."
1030,75-1013,Beegan Store,,,
1031,75-1014,,,corning ny; downtown street; historic buildings; unpaved road; black and white photograph,"A wide unpaved street in downtown Corning, New York lined with two-story commercial buildings featuring classical architecture, with horse-drawn carriages and pedestrians visible along the street, likely dating to the late 19th or early 20th century."
1032,75-1015,,,historical document; military commission; 1863; governor of ohio; handwritten text,"An official military commission document from the Governor of Ohio dated September 9, 1863, appointing Samuel Lydman as Captain in the Cavalry, signed by the Adjutant General's Office in Columbus, Ohio."
1033,75-1016,Baseball,1914,,
1034,75-1016,Corning Free Academy,1914,,
1035,75-1017,,,classroom; students; wooden desks; early 20th century; black and white photograph,"A black and white photograph showing a classroom full of students seated at individual wooden desks in rows, with framed pictures on the walls and tall windows visible in the background, appearing to be from the early 1900s."
1036,75-1018,,,military document; civil war era; regiment commission; handwritten text; historical certificate,"A formal military commission document from the Commanding Officer of the 111th Regiment of Ohio Volunteers, dated in the year one thousand eight hundred and sixty-four, appointing an officer and granting authority over soldiers and military duties, signed at Ringgold Barracks."
1037,75-1019,,,group portrait; brick building; children and adults; mid-20th century; black and white photograph,"A black and white group photograph showing approximately 25-30 people of mixed ages, including children and adults, posed in front of a brick building with large windows, likely taken in the mid-20th century in Corning, NY."
1038,75-1020,"Camp Brough, Virginia",1863,military camp; canvas tents; civil war era; bare trees; winter encampment,"This 1863 photograph shows Camp Brough in Virginia with multiple canvas military tents arranged in rows among bare winter trees, depicting a Civil War era military encampment."
1039,75-1021,Construction,,construction site; wooden framework; workers; quarry or excavation; black and white photograph,"This black and white photograph shows a construction or quarry site in Corning, NY with multiple workers engaged in building activities, featuring wooden structural framing in the foreground, a small wooden building on an earthen slope, and various construction equipment and materials scattered throughout the work area."
1040,75-1022,Construction,,construction work; brick masonry; worker; black and white photograph; interior construction,"A black and white photograph showing a construction worker performing masonry or brickwork in an interior space with brick walls, wooden framing overhead, and construction materials including bagged supplies visible on upper shelving."
1041,75-1023,Construction,,construction site; steel beams; workers; industrial; black and white photograph,"A black and white photograph showing construction workers beneath large steel beams and structural elements at an industrial construction site in Corning, NY."
1042,75-1024,Construction,,excavation; stone walls; construction site; underground; sepia photograph,"This sepia-toned photograph shows an underground excavation or construction site in Corning, NY, featuring deep stone-lined walls with wooden support beams and debris scattered at the bottom of the pit."
1043,75-1025,Construction,,construction site; reinforced concrete; workers; mid-20th century; black and white photograph,"A black and white photograph showing a construction site with workers laying reinforced concrete foundation or floor, with various construction equipment, machinery, and materials visible in the background near a body of water."
1044,75-1026,,,bridge; river; mountains; early automobiles; black and white photograph,"A black and white photograph showing a long bridge with ornamental railings spanning a river, with mountains in the background, rural buildings and forested areas visible along the valley, and early 20th-century automobiles on the roadway."
1045,75-1027,"Caton, N.Y.",,,
1046,75-1028,"Caton, N.Y.",,cemetery; church; bare trees; rural landscape; black and white photograph,"A winter or early spring scene of a cemetery in Caton, N.Y., featuring a white church with a steeple on the right, bare deciduous trees, gravestones and monuments, and evergreen trees in the background, with several figures visible among the graves."
1047,75-1029,"Caton, N.Y.",,group portrait; church building; gothic window; early 20th century; black and white photograph,"A large group of men, women, and children dressed in formal attire and hats pose together in front of a white wooden church building with a distinctive pointed arch gothic window in Caton, N.Y."
1048,75-1030,"Caton, N.Y.",1967,aerial view; rural farmstead; agricultural buildings; 1967; black and white photograph,"An aerial photograph from 1967 showing a rural farmstead in Caton, N.Y., with multiple farm buildings including barns with white roofs, smaller outbuildings, surrounding trees, and cultivated fields visible in the landscape."
1049,75-1031,,,denison park entrance; brick building; cupolas; historic architecture; black and white photograph,"This black and white photograph shows the entrance to Denison Park in Corning, NY, featuring a distinctive brick building with two cupolas, multiple windows, and architectural details typical of early-to-mid 20th century institutional design."
1050,75-1032,Corning Glass Center Buildings,,,
1051,75-1032,"Erie Railroad, Corning, N.Y. ",,"Listed on the record card as missing LR, SSCL 4.3.2024",
1052,75-1033,"Bridge Street, Corning, N.Y. (Duplicate photo to photo 75-1561)",,,
1053,75-1034,"Fire Department, Corning, N.Y. ",,fire department; vintage fire trucks; early 20th century vehicles; corning new york; black and white photograph,"This black and white photograph shows two early fire department vehicles parked outside a brick fire station building in Corning, NY, with the front vehicle displaying the number ""2"" and featuring prominent headlights and mechanical equipment typical of early 1900s fire apparatus."
1054,75-1035,Corning Free Academy,1907,group portrait; women; early 1900s; indoor; black and white photograph,"A black and white photograph from 1907 showing a group of approximately thirteen women posed together indoors against a curtained backdrop, likely a class or organizational group from Corning Free Academy."
1055,75-1036,Erie Avenue,,,
1056,75-1037,Corning Free Academy,1916,formal group portrait; early 20th century clothing; black and white photograph; studio setting; 1916,"A formal black and white studio portrait from 1916 showing approximately 25 people in early 20th-century attire, with women in white dresses and men in dark suits arranged in multiple rows, likely representing the Corning Free Academy faculty, staff, or graduating class."
1057,75-1038,,,group portrait; children; brick building; black and white photograph; early 20th century,"A black and white photograph showing a large group of children and young people posed in front of a brick building with large windows, likely a school class or institutional group photo from the early 20th century."
1058,75-1039,Baseball,1909,baseball; 1909; corning ny; baseball field; black and white photograph,"A 1909 baseball game in progress at a field in Corning, New York, showing players on the field with spectators and buildings visible in the background against a hillside landscape."
1059,75-1040,,,rural landscape; split-rail fence; agricultural field; black and white photograph; trees,A black and white photograph showing a split-rail fence line running through an overgrown field with trees visible in the background and a figure standing near the fence.
1060,75-1041,French's Saw Mill,,,
1061,75-1042,,,abandoned wooden house; rural landscape; deteriorated structure; black and white photograph; early 20th century,"A black and white photograph showing a dilapidated wooden log cabin with a central chimney standing alone in an open rural field, with trees visible along the horizon in the distance."
1062,75-1043,,,spring brook dairy and stock farm; rural agricultural buildings; hillside landscape; black and white photograph; early 20th century,"A black and white photograph showing the Spring Brook Dairy and Stock Farm with its main barn and associated farm buildings nestled in a hillside landscape, featuring wooden structures with characteristic rural architecture typical of early 20th-century New York dairy operations."
1063,75-1045,Crooker Farm,1975,fallen logs; forest; woodland debris; black and white photograph; rural landscape,"A black and white photograph showing a wooded area at the Crooker Farm in Corning, NY with fallen logs scattered among trees and undergrowth, documenting the natural or cleared landscape condition in 1975."
1064,75-1046,Crooker Farm,1975,wooden fence; forest; rural landscape; black and white photograph; 1975,"A black and white photograph from 1975 showing a wooden rail fence in a wooded area at the Crooker Farm in Corning, NY, with tall trees and dappled sunlight filtering through the canopy."
1065,75-1047,Crooker Farm,1975,stone wall; evergreen trees; rural landscape; black and white photograph; 1975,"A black and white photograph from 1975 showing a stacked stone wall bordered by evergreen trees and overgrown vegetation at the Crooker Farm in Corning, NY."
1066,75-1048,,,vintage automobile; residential house; 1930s-1940s; family portrait; black and white photograph,"A black and white photograph showing a group of people posing with a vintage automobile in front of a two-story white house with a front porch and awning in what appears to be Corning, NY during the 1930s-1940s era."
1067,75-1049,Automobiles,1913,early automobile; 1913; women passengers; formal attire; black and white photograph,"A black and white photograph from 1913 showing two women in formal dark clothing and hats seated in an open-air automobile in Caton, N.Y., with American flags mounted on the vehicle and a rural, forested landscape visible in the background."
1068,75-1049,"Caton, N.Y.",1913,early automobile; 1913; women passengers; formal attire; black and white photograph,"A black and white photograph from 1913 showing two women in formal dark clothing and hats seated in an open-air automobile in Caton, N.Y., with American flags mounted on the vehicle and a rural, forested landscape visible in the background."
1069,75-1051,,,industrial workers; factory interior; early 20th century; group portrait; black and white photograph,"A black and white photograph showing a group of approximately ten male workers posed in front of industrial buildings and wooden structures, wearing period caps and work clothes typical of early 1900s factory labor."
1070,75-1052,,,parade; early automobiles; american flag; downtown corning; black and white photograph,"A patriotic parade procession in downtown Corning, NY featuring early 1900s automobiles decorated with American flags and bunting, with brick industrial buildings visible in the background."
1071,75-1055,"Caton, N.Y.",1930s,rural farm; hay wagon; 1930s agricultural work; group of workers; black and white photograph,"A black and white photograph from the 1930s showing a group of farm workers gathered around a hay wagon loaded with dried hay near a wooden barn structure in Caton, New York, documenting rural agricultural labor practices of the era."
1072,75-1056,"Caton, N.Y.",1930s,work crew; overalls; 1930s; rural building; black and white photograph,"A group of men in work clothes and hats pose outside a dark wooden building in Caton, N.Y. during the 1930s, with several holding wide-brimmed hats in their hands."
1073,75-1057,Automobiles,1920's,1920s automobile; rural setting; black and white photograph; vintage car; farmhouse,"A 1920s-era automobile with license plate 4972 is parked in front of a rural farmhouse with a pitched roof in Caton, New York, showcasing early automotive design and rural American life during this period."
1074,75-1057,"Caton, N.Y.",1920s,1920s automobile; rural setting; black and white photograph; vintage car; farmhouse,"A 1920s-era automobile with license plate 4972 is parked in front of a rural farmhouse with a pitched roof in Caton, New York, showcasing early automotive design and rural American life during this period."
1075,75-1058,Elcor Dairy,c. 1930s,,
1076,75-1059,"Caton, N.Y.",1920s,horse-drawn wagon; rural agriculture; 1920s; farming; black and white photograph,"A man in a hat operates a horse-drawn wagon with agricultural equipment in a rural landscape near Caton, N.Y. during the 1920s."
1077,75-1060,"Caton, N.Y.",1920s,1920s automobile; men in suits; caton ny; black and white photograph; vintage vehicle,"A black and white photograph from the 1920s showing three men in suits and hats standing beside a period automobile in Caton, N.Y., with bare trees visible in the background."
1078,75-1062,"Caton, N.Y.",1920s,horse-drawn wagon; rural road; 1920s; agricultural transport; black and white photograph,"A black and white photograph from the 1920s showing a horse-drawn wagon loaded with hay on a rural road in Caton, N.Y., with trees and open fields visible in the background."
1079,75-1063,,,horse-drawn carriage; evergreen trees; rural landscape; early 20th century; black and white photograph,"A black and white photograph showing two people seated in a horse-drawn carriage on a tree-lined rural road, likely from the early 1900s in the Corning, New York area."
1080,75-1064,"Caton, N.Y.",1940s,group portrait; wooden building; 1940s; caton ny; formal gathering,"A large formal group photograph from the 1940s showing approximately 50 people of various ages posed in front of a wooden-sided building with two chimneys in Caton, New York, with an American flag visible on the left side."
1081,75-1065,Isabel Walker Drake Family Photo,1896,winter scene; snow; three women; period clothing; 1890s photograph,"A black and white photograph from 1896 showing three women of the Isabel Walker Drake family standing together on a snowy wooden boardwalk or bridge, wearing late Victorian-era clothing with long skirts, coats, and hats typical of the 1890s."
1082,75-1066,Isabel Walker Drake Family Photo,1891,winter scene; woman in dark coat; snowy landscape; 1891; sepia photograph,"A woman from the Isabel Walker Drake family stands in a snowy winter landscape wearing a dark coat and hat, with rural buildings visible in the background, photographed in 1891."
1083,75-1067,Isabel Walker Drake Family Photo,c.1900,horses; saddles; early 1900s; sepia photograph; outdoor portrait,"A sepia-toned photograph from circa 1900 showing three saddled horses standing in an open field, likely documenting the Isabel Walker Drake family's equestrian activities in the Corning, New York area."
1084,75-1068,"Caton, N.Y.",1903 & 1928,hay wagon; horse-drawn cart; barn; rural agriculture; black and white photograph; caton ny; early 1900s,"A composite archival photograph showing two images from Caton, N.Y. - the top image dated 1928 depicts workers loading hay onto a horse-drawn wagon, while the bottom image dated 1903 shows a large wooden barn structure, both documenting rural agricultural practices in early 20th-century upstate New York."
1085,75-1069,"Caton, N.Y.",,rural road; rocky hillside; dirt road; black and white photograph; caton ny,"A black and white photograph showing a dirt road in Caton, N.Y. with a steep rocky hillside or quarry face on the left side and vegetation visible on the right, depicting a rural landscape typical of the Corning area."
1086,75-1070,Amil Bonsoph,,black and white photograph; group of men; rifle; outdoor setting; mid-20th century,"A black and white photograph showing a group of men outdoors, with one man in the foreground crouching and holding a rifle while others stand behind him in what appears to be a rural or construction setting."
1087,75-1071,,,vintage automobile; group of people; 1930s-1940s; outdoor scene; black and white photograph,"A black and white photograph showing three people standing beside a vintage automobile from the 1930s-1940s era, with trees visible in the background in what appears to be a rural or semi-rural setting."
1088,75-1072,Floods,1937,flood damage; debris field; 1937 flood; corning ny; black and white photograph,"This black and white photograph documents flood damage at Jamney Creek in Corning, NY, showing extensive debris and wreckage scattered across the landscape following the 1937 flood, with handwritten captions identifying the location and date."
1089,75-1073,"Caton, N.Y.",,horse-drawn wagon; rural landscape; hay wagon; black and white photograph; early 20th century,"A black and white photograph showing a horse-drawn hay wagon loaded with hay in a rural field near Caton, N.Y., with horses and farm equipment visible against an open landscape."
1090,75-1074,Automobiles,,,
1091,75-1074,"Caton, N.Y.",,,
1092,75-1075,"Caton, N.Y.",1942,,
1093,75-1076,"Caton, N.Y.",,,
1094,75-1077,"Elm Street, South Corning, N.Y. ",,flood damage; debris field; residential building; black and white photograph; disaster aftermath,"This black and white photograph documents severe flood damage on Elm Street in South Corning, NY, showing a residential structure surrounded by extensive debris and rubble scattered across the landscape, with trees visible in the background."
1095,75-1078,,,train wreck; railroad disaster; damaged locomotive; industrial debris; black and white photograph,"A severely damaged steam locomotive and railcar lie amid scattered wreckage and debris at what appears to be a railroad yard or industrial site in Corning, NY, documenting a catastrophic train accident or derailment."
1096,75-1079,,,woeppels storefront; mid-century commercial building; vintage automobile; black and white photograph; corning ny,"A black and white photograph showing the Woeppels storefront, a mid-century commercial building with distinctive arched windows and signage, with a vintage automobile parked nearby and residential structures visible in the background."
1097,75-1080,,,aerial view; industrial site; river; vintage machinery; black and white photograph,"An aerial black and white photograph showing an industrial facility along a river in Corning, NY, with visible machinery, structures, and workers on the grounds below."
1098,75-1081,Corning Homes,,victorian house; patriotic bunting; black and white photograph; historic home; ivy-covered exterior,"A Victorian-era residential home in Corning, NY decorated with patriotic bunting and American flags, featuring distinctive architectural details including a turret, wraparound porch, and ivy-covered walls."
1099,75-1082,Lydia E. Ensworth,,portrait photograph; two men; formal attire; nineteenth century; black and white photograph,"A formal black and white portrait photograph of two men in nineteenth-century dress, with the man on the left wearing a bow tie and jacket, and the man on the right wearing a dark coat with decorative brooch, from the Corning local history archive."
1100,75-1083,Baseball,1911,,
1101,75-1083,"Caton, N.Y.",1911,,
1102,75-1083,Hiram Coles,1911,,
1103,75-1083,Roscoe Cram,1911,,
1104,75-1084,Baseball,1911,baseball team; caton ny; early 1900s; group portrait; black and white photograph,"A 1911 baseball team photograph from Caton, New York showing seven men posing outdoors, with six standing in back wearing suits and fedoras holding a baseball bat, and two seated in front wearing baseball uniforms, with trees visible in the background."
1105,75-1084,"Caton, N.Y.",1911,baseball team; caton ny; early 1900s; group portrait; black and white photograph,"A 1911 baseball team photograph from Caton, New York showing seven men posing outdoors, with six standing in back wearing suits and fedoras holding a baseball bat, and two seated in front wearing baseball uniforms, with trees visible in the background."
1106,75-1084,Hiram Coles,1911,baseball team; caton ny; early 1900s; group portrait; black and white photograph,"A 1911 baseball team photograph from Caton, New York showing seven men posing outdoors, with six standing in back wearing suits and fedoras holding a baseball bat, and two seated in front wearing baseball uniforms, with trees visible in the background."
1107,75-1084,Roscoe Cram,1911,baseball team; caton ny; early 1900s; group portrait; black and white photograph,"A 1911 baseball team photograph from Caton, New York showing seven men posing outdoors, with six standing in back wearing suits and fedoras holding a baseball bat, and two seated in front wearing baseball uniforms, with trees visible in the background."
1108,75-1085,Baseball,1911,black bear; wildlife; caton new york; 1911; vintage photograph,"A black bear with cubs in a grassy enclosure with a wooden fence, photographed in Caton, N.Y. in 1911, with text visible at the bottom of the image reading ""BEAR KIDS IN CATON N.Y. 1911."""
1109,75-1085,"Caton, N.Y.",1911,black bear; wildlife; caton new york; 1911; vintage photograph,"A black bear with cubs in a grassy enclosure with a wooden fence, photographed in Caton, N.Y. in 1911, with text visible at the bottom of the image reading ""BEAR KIDS IN CATON N.Y. 1911."""
1110,75-1086,"Carlton Hotel, Corning, N.Y.",,carlton hotel; corning new york; historic downtown; black and white photograph; early 20th century architecture,"This black and white photograph shows the Carlton Hotel in Corning, NY, a distinctive Tudor-style building with white walls and dark timber framing, surrounded by pedestrians and industrial brick buildings with chimneys in the background."
1111,75-1087,"Charles Street, Painted Post, N.Y. ",,,
1112,75-1089,Corning Free Academy,,corning free academy; historic building; clock tower; victorian architecture; black and white photograph,"This black and white photograph shows the Corning Free Academy building in Corning, NY, a Victorian-era structure featuring distinctive architectural elements including multiple cupolas, a prominent clock tower, and ornate detailing, photographed during winter with bare trees visible in the foreground."
1113,75-1090,Corning Free Academy,,corning free academy; indoor event; group portrait; mid-20th century; black and white photograph,"A black and white photograph showing a group of adults and children standing together indoors at what appears to be a Corning Free Academy event, with framed artwork and educational displays visible on the walls behind them."
1114,75-1091,Dickinson House,,market street; dickinson house; corning new york; early 20th century; black and white photograph; historic downtown; streetcar; brick building,"A black and white photograph labeled ""Market Street, Showing Dickinson House, Corning, N.Y."" depicts a prominent four-story brick building with regular window patterns on Market Street, with a streetcar and pedestrians visible on the street level in what appears to be the early 20th century."
1115,75-1092,Corning Leader Building,,corning leader building; brick building; early 20th century architecture; downtown corning; black and white photograph,"The Evening Leader Building in Corning, New York, a three-story brick structure with classical architectural details, large multi-pane windows, and prominent signage reading ""EVENING LEADER"" and ""CORNING PRESS"" on its corner facade."
1116,75-1093,Country Club,,country club; neoclassical architecture; white columns; rural landscape; black and white photograph,"This black and white photograph shows the Corning Country Club in Corning, N.Y., ""The Crystal City,"" featuring a neoclassical white building with prominent columns, a triangular pediment, and wraparound porches set against a forested hillside backdrop."
1117,75-1094,Country Club,,country club; neoclassical architecture; columned building; landscaped grounds; black and white photograph,"A neoclassical-style country club building with prominent white columns, a triangular pediment, and manicured landscaping with white stones lining the grounds, photographed in black and white with forested hills visible in the background."
1118,75-1095,Corning Glass Center Buildings,,corning glass works; industrial complex; factory buildings; black and white photograph; mid-20th century,"A black and white photograph showing the Corning Glass Works industrial complex with multiple factory buildings, smokestacks, and manufacturing facilities set against rolling hills in the background."
1119,75-1096,Corning Glass Center Buildings,,corning glass works; industrial factory; railroad tracks; black and white photograph; early 20th century,"This black and white photograph shows the Corning Glass Works facility in Corning, New York, featuring a large multi-story industrial building with numerous smokestacks, railroad tracks in the foreground, and various factory structures, as identified by the visible caption ""Corning Glass Works, largest in the Country, Corning, N.Y."""
1120,75-1097,,,scenic view; penn van; wooded road; curved path; black and white photograph,"A black and white photograph labeled ""Scenic View near Penn Van, N.Y."" showing a curved dirt road lined with dense trees and vegetation on both sides, with what appears to be water visible through the trees on the left."
1121,75-1098,"Denison Park, Corning, N.Y. ",,denison park; pagoda; park pathway; landscaped grounds; black and white photograph,"A black and white photograph of Denison Park in Corning, NY, showing a curved pathway leading toward an ornamental pagoda structure with a distinctive umbrella-like roof, surrounded by manicured landscaping and trees."
1122,75-1099,"Denison Park, Corning, N.Y. ",,denison park; gazebo; pavilion; landscaped grounds; black and white photograph,"This historical photograph shows Denison Park in Corning, N.Y., featuring manicured lawns, multiple gazebos and pavilions, mature trees, and a white tower structure, with hills visible in the background."
1123,75-1101,Corning Glass Center Buildings,,corning glass works; industrial buildings; smokestacks; american flag; black and white photograph,"A black and white photograph showing the Corning Glass Works industrial complex with distinctive tall smokestacks, brick factory buildings, and an American flag prominently displayed in the foreground, representing early 20th-century industrial Corning, New York."
1124,75-1102,,,industrial chimney; utility poles; power lines; black and white photograph; early 20th century infrastructure,"A black and white photograph showing a tall industrial chimney or smokestack with visible text markings alongside utility poles and multiple electrical power lines, documenting early industrial infrastructure in Corning, NY."
1125,75-1104,,,pyrex telescope disc; corning glass works; railroad car; industrial product; black and white photograph,"A railroad flatcar displays a large Pyrex 200"" telescope disc made by Corning Glass Works in Corning, NY, with brick industrial buildings visible in the background."
1126,75-1105,"Denison Park, Corning, N.Y. ",,denison park; corning new york; black and white photograph; mid-20th century; street view,"A black and white photograph of Denison Park in Corning, NY showing a street view with an ""Ellis Estate"" storefront on the left, mature trees, period buildings, and vintage automobiles typical of the mid-20th century."
1127,75-1106,"Northside, Corning, New York",,,
1128,75-1107,,,brick building; institutional architecture; early 20th century; bare trees; black and white photograph,"A black and white photograph of a substantial brick institutional building in Corning, NY, featuring multiple stories with regularly spaced windows, two prominent chimneys on the roof, and bare trees in front, likely dating from the early 1900s."
1129,75-1109,,,theater program; vintage advertisements; early 20th century; East Market Street; Corning NY businesses,"A theater program page from Corning, NY featuring advertisements for local businesses (T.W. Green Plumbing, F.M. Webster Cigar Store, and Phin Gould Cafe and Grill) and a synopsis for a five-act play called ""The Servant in the House"" with a speech by Charles Rann Kennedy, including dialogue from what appears to be a courtroom scene."
1130,75-1110,,,concert program; music conservatory; classical compositions; black and white document; vintage performance,"A concert program page titled ""THE PROGRAM"" listing a Haydn Symphony in D major performed by the Conservatory Orchestra, solo pieces by Mr. Lattin and Mr. Fassett, an overture by von Suppe, and a cantata ""Fair Ellen"" by Max Bruch, with various composers including Vieuxtemps, Whelpley, Sidney Homer, Karganoff, and Paganini-Liszt represented."
1131,75-1111,,,concert program; classical music; conservatory orchestra; vintage document; black and white text,"A concert program titled ""THE PROGRAM"" featuring Haydn's Symphonie in D major No. 4, performances by the Conservatory Orchestra and soloists Mr. Lattin and Mr. Fassett, with works by composers including Vieuxtemps, Whelpley, Sidney Homer, von Suppe, Karganoff, and Paganini-Liszt, concluding with a presentation of certificates and prizes by Rev. Harold Stanley Stewart."
1132,75-1112,,,poem; fair ellen; lord edward; scottish ballad; black and white text,"A printed page from a literary work displaying the poem ""Fair Ellen"" featuring dialogue between Lord Edward and Fair Ellen, with chorus sections, depicting a Scottish Highland narrative of military conflict and farewell."
1133,75-1113,,,printed text; literary excerpt; corning conservatory of music; black and white photograph; archival document,"A black and white photograph of a printed page containing poetic text about ""The Campbells"" and a character named ""Fair Ellen,"" along with an announcement that the Corning Conservatory of Music will be open for a Summer Session in July."
1134,75-1114,"Centerway Bridge, Corning, N.Y. ",1972,centerway bridge; flooded river; corning new york; black and white photograph; 1972 flood,"This black and white photograph shows the Centerway Bridge in Corning, New York spanning a dramatically swollen river during the 1972 flood, with the bridge's multiple arches visible above the high water level and surrounding landscape visible in the background."
1135,75-1114,Floods,1972,centerway bridge; flooded river; corning new york; black and white photograph; 1972 flood,"This black and white photograph shows the Centerway Bridge in Corning, New York spanning a dramatically swollen river during the 1972 flood, with the bridge's multiple arches visible above the high water level and surrounding landscape visible in the background."
1136,75-1115,Corning Glass Works Floods,1972,flooded interior; chain-link fencing; mud and debris; industrial facility; black and white photograph,"This black and white photograph documents flood damage inside what appears to be an industrial facility, showing mud and sediment covering the floor, chain-link fencing, metal gates, and various equipment partially submerged or covered in flood debris from the 1972 Corning, NY floods."
1137,75-1115,Floods,1972,flooded interior; chain-link fencing; mud and debris; industrial facility; black and white photograph,"This black and white photograph documents flood damage inside what appears to be an industrial facility, showing mud and sediment covering the floor, chain-link fencing, metal gates, and various equipment partially submerged or covered in flood debris from the 1972 Corning, NY floods."
1138,75-1116,Corning Glass Works Floods,1972,flood damage; industrial facility; debris; water damage; black and white photograph,"This black and white photograph documents severe flood damage at the Corning Glass Works facility in 1972, showing destroyed equipment, scattered debris, and standing water throughout the industrial plant with damaged machinery and structural elements visible in the background."
1139,75-1116,Floods,1972,flood damage; industrial facility; debris; water damage; black and white photograph,"This black and white photograph documents severe flood damage at the Corning Glass Works facility in 1972, showing destroyed equipment, scattered debris, and standing water throughout the industrial plant with damaged machinery and structural elements visible in the background."
1140,75-1117,Corning Glass Works Floods,1972,flood damage; corning glass works; debris cleanup; industrial facility; black and white photograph,"This black and white photograph shows the aftermath of the 1972 Corning flood at the Corning Glass Works facility, with workers clearing mud and debris from the grounds in front of a large industrial building with extensive window panels."
1141,75-1117,Floods,1972,flood damage; corning glass works; debris cleanup; industrial facility; black and white photograph,"This black and white photograph shows the aftermath of the 1972 Corning flood at the Corning Glass Works facility, with workers clearing mud and debris from the grounds in front of a large industrial building with extensive window panels."
1142,75-1118,Floods,1972,aerial view; flooded landscape; 1972 flood; submerged buildings; black and white photograph,"An aerial black and white photograph showing extensive flooding in Corning, NY during the 1972 flood event, with submerged buildings, trees, utility poles, and a partially visible vehicle amid the floodwaters, taken from above the inundated area."
1143,75-1119,Floods,,flooded factory interior; industrial machinery; water damage; black and white photograph; mid-20th century,"A black and white photograph showing the interior of an industrial factory in Corning, NY completely flooded with water, with machinery, electrical equipment, and various industrial equipment partially submerged throughout the workspace."
1144,75-1120,Corning Glass Works Floods,1972,flood damage; industrial facility; debris; corning glass works; black and white photograph,"This black and white photograph documents the interior of the Corning Glass Works facility following the 1972 flood, showing extensive debris, damaged machinery, twisted metal, and scattered equipment throughout the factory floor."
1145,75-1120,Floods,1972,flood damage; industrial facility; debris; corning glass works; black and white photograph,"This black and white photograph documents the interior of the Corning Glass Works facility following the 1972 flood, showing extensive debris, damaged machinery, twisted metal, and scattered equipment throughout the factory floor."
